razao_social,id,ticket,atendente,nome_fantasia,cnpj,cliente,status,data_abertura,card,tipo,titulo,meu_duvida,Bug,melhoria,churn,funcionalidade,impeditivo,sistema,descricao,chamado,hora,data_fechamento,hora_fechamento
Amigo Construtor,108,1108,Sem Nome,NULL,16612188000169.0,NULL,fechado,2024-11-20,NULL,duvida,Tem como fazer locacao retroativa?,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LIDERLOC LOCACOES DE MAQUINAS E EQUIPAMENTOS LTDA,109,1109,Sem Nome,NULL,54781902000131.0,1.0,fechado,2024-11-21,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,Nao,NULL,NULL,NULL,NULL,NULL,NULL
LIDERLOC LOCACOES DE MAQUINAS E EQUIPAMENTOS LTDA,110,1110,Sem Nome,NULL,54781902000131.0,1.0,fechado,2024-11-21,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Nivel de acesso para os usuarios,Nao,NULL,NULL,NULL,NULL,NULL,NULL
LIDERLOC LOCACOES DE MAQUINAS E EQUIPAMENTOS LTDA,111,1111,Sem Nome,NULL,54781902000131.0,1.0,fechado,2024-11-21,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,"Ficha produto, com historico mant e valores",Nao,NULL,NULL,NULL,NULL,NULL,NULL
Amigo Construtor,112,1112,Sem Nome,NULL,16612188000169.0,NULL,fechado,2024-11-21,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,Sem Resposta,NULL,NULL,NULL,NULL,NULL,NULL
Facilita Aluguel,113,1113,Sem Nome,NULL,42544985000166.0,NULL,fechado,2024-11-21,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Movimentacao Financeira,Nao,NULL,NULL,NULL,NULL,NULL,NULL
LIMA & HONORIO,114,1114,Sem Nome,NULL,12804171000152.0,NULL,fechado,2024-11-21,NULL,duvida,Como mover BM,BM,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C C A L PRETO,115,1115,Sem Nome,NULL,24946116000186.0,NULL,fechado,2024-11-21,NULL,duvida,"Se contratar o sistema, tera suporte para ajudar na edicao do contrato.",Modelo de texto,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LIDERLOC LOCACOES DE MAQUINAS E EQUIPAMENTOS LTDA,116,1116,Sem Nome,NULL,54781902000131.0,NULL,fechado,2024-11-21,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ti22,NULL,NULL,NULL,NULL,NULL
Box 10 Industria,117,1117,Sem Nome,NULL,31834951000190.0,NULL,fechado,2024-11-22,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Uma Assinatura multi filial,Sim,NULL,NULL,NULL,NULL,NULL,NULL
Amigo Construtor,118,1118,Sem Nome,NULL,16612188000169.0,NULL,fechado,2024-11-25,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Notificacao de vencimento,Nao,NULL,NULL,NULL,NULL,NULL,NULL
RP Center ,119,1119,Sem Nome,NULL,42177767000130.0,NULL,fechado,2024-11-25,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Sim,NULL,NULL,NULL,NULL,NULL,NULL
RP Center ,120,1120,Sem Nome,NULL,42177767000130.0,NULL,fechado,2024-11-25,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Sim,NULL,NULL,NULL,NULL,NULL,NULL
MASTER SERVICOS E LOCACOES LTDA,121,1121,Sem Nome,NULL,21565113000104.0,NULL,fechado,2024-11-25,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Conta Azul,NULL,NULL,NULL,NULL,NULL
RP Center ,122,1122,Sem Nome,NULL,42177767000130.0,NULL,fechado,2024-11-25,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Conta Azul,NULL,NULL,NULL,NULL,NULL
RLOK LOCACAO DE MAQUINAS E FERRAMENTAS LTDA,123,1123,Sem Nome,NULL,NULL,NULL,fechado,2024-11-25,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D&O Sistema ,NULL,NULL,NULL,NULL,NULL
BED & BATH LOCACAO DE ENXOVAIS LTDA,124,1124,Sem Nome,NULL,NULL,NULL,fechado,2024-11-25,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Eloca,NULL,NULL,NULL,NULL,NULL
Amigo Construtor,125,1125,Sem Nome,NULL,16612188000169.0,NULL,fechado,2024-11-25,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Locar,NULL,NULL,NULL,NULL,NULL
RP Center ,126,1126,Sem Nome,NULL,42177767000130.0,NULL,fechado,2024-11-25,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Produtivo,NULL,NULL,NULL,NULL,NULL
RP Center ,127,1127,Sem Nome,NULL,42177767000130.0,NULL,fechado,2024-11-25,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RD Station,NULL,NULL,NULL,NULL,NULL
SSF LOCACAO MANUTENCAO E VENDAS DE MAQUINAS LTDA,128,1128,Sem Nome,NULL,15332176000118.0,NULL,fechado,2024-11-25,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SGN SISTEMAS,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,129,1129,Sem Nome,NULL,20251616000142.0,NULL,fechado,2024-11-25,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TotalLoc,NULL,NULL,NULL,NULL,NULL
MT1LOCADORA LTDA,130,1130,Sem Nome,NULL,57094587000162.0,NULL,fechado,2024-11-26,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Sim,NULL,NULL,NULL,NULL,NULL,NULL
MT1LOCADORA LTDA,131,1131,Sem Nome,NULL,57094587000162.0,NULL,fechado,2024-11-26,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,"Ficha produto, com historico mant e valores",Sim,NULL,NULL,NULL,NULL,NULL,NULL
MT1LOCADORA LTDA,132,1132,Sem Nome,NULL,57094587000162.0,NULL,fechado,2024-11-26,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Odometro,Sim,NULL,NULL,NULL,NULL,NULL,NULL
Metalloc Comercio e Servicos LTDA,133,1133,Sem Nome,NULL,15524744000182.0,NULL,fechado,2024-11-26,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,Sim,NULL,NULL,NULL,NULL,NULL,NULL
Metalloc Comercio e Servicos LTDA,134,1134,Sem Nome,NULL,15524744000182.0,NULL,fechado,2024-11-26,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Gestao de Compras ,Sim,NULL,NULL,NULL,NULL,NULL,NULL
Metalloc Comercio e Servicos LTDA,135,1135,Sem Nome,NULL,15524744000182.0,NULL,fechado,2024-11-27,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Actloc,NULL,NULL,NULL,NULL,NULL
4T Locadora - Cassiano dos Santos,136,1136,Sem Nome,NULL,40351990000127.0,NULL,fechado,2024-11-28,NULL,duvida,Duvida sobre Finaceiro ,BM,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LIDERLOC LOCACOES DE MAQUINAS E EQUIPAMENTOS LTDA,137,1137,Sem Nome,NULL,54781902000131.0,NULL,fechado,2024-11-28,NULL,duvida,"Endereco nao constando para casdatro, ""foi limpo Cache""",Cadastro cliente,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RODRENTALS ALUGUEL DE EQUIPAMENTOS LTDA,138,1138,Sem Nome,NULL,57411875000101.0,NULL,fechado,2024-11-28,NULL,duvida,Como trocar a LOG,Cadastro  da empresa,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RODRENTALS ALUGUEL DE EQUIPAMENTOS LTDA,139,1139,Sem Nome,NULL,57411875000101.0,NULL,fechado,2024-11-28,NULL,duvida,Como Criar segundo usuario ,Criar usuarios,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MS VILLA LOCADORA DE EQUIPAMENTOS LTDA,140,1140,Sem Nome,NULL,22168407000165.0,NULL,fechado,2024-11-29,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Automacao ,Sim,NULL,NULL,NULL,NULL,NULL,NULL
PAULO ANDRE DA CUNHA CARDOZO,141,1141,Sem Nome,NULL,50115806000101.0,NULL,fechado,2024-11-29,NULL,churn,NULL,NULL,NULL,NULL,Cliente Nao responde nossos contatos,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MS VILLA LOCADORA DE EQUIPAMENTOS LTDA,142,1142,Sem Nome,NULL,22168407000165.0,NULL,fechado,2024-11-29,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sisloc,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,143,1143,Sem Nome,NULL,25019081000100.0,1.0,fechado,2024-12-02,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Movimentacao Financeira,Nao,NULL,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,144,1144,Sem Nome,NULL,25019081000100.0,1.0,fechado,2024-12-02,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Mais Informacoes do Produto no Orcamento,Nao,NULL,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,145,1145,Sem Nome,NULL,25019081000100.0,1.0,fechado,2024-12-02,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Checklist,Nao,NULL,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,146,1146,Sem Nome,NULL,25019081000100.0,1.0,fechado,2024-12-02,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,Nao,NULL,NULL,NULL,NULL,NULL,NULL
VINICIUS MATHEUS BEZERRA DE SOUZA,147,1147,Sem Nome,NULL,41518346000163.0,NULL,fechado,2024-12-02,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LocApp,NULL,NULL,NULL,NULL,NULL
LONDRINA LOCACAO DE EQUIPAMENTOS LTDA,148,1148,Sem Nome,NULL,54596436000114.0,NULL,fechado,2024-12-03,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Solicitacao de compra,Nao,NULL,NULL,NULL,NULL,NULL,NULL
LONDRINA LOCACAO DE EQUIPAMENTOS LTDA,149,1149,Sem Nome,NULL,54596436000114.0,NULL,fechado,2024-12-03,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Ordem de servico,Nao,NULL,NULL,NULL,NULL,NULL,NULL
LONDRINA LOCACAO DE EQUIPAMENTOS LTDA,150,1150,Sem Nome,NULL,54596436000114.0,NULL,fechado,2024-12-03,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Sim,NULL,NULL,NULL,NULL,NULL,NULL
FLASH BOY LTDA,151,1151,Sem Nome,NULL,30996867000100.0,NULL,fechado,2024-12-05,NULL,duvida,Nao conseguiu acessar o sistema porque nao foi criada a senha,Acesso ao Sistema ,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
TURINO SERVICE LTDA,152,1152,Sem Nome,NULL,29275894000104.0,NULL,fechado,2024-12-06,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Multiestoque x Multiempresa para fazer comodato,Sim,NULL,NULL,NULL,NULL,NULL,NULL
MARCELO MAZZUTTI MAGANELLI,153,1153,Sem Nome,NULL,41788607000165.0,NULL,fechado,2024-12-06,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,Nao,NULL,NULL,NULL,NULL,NULL,NULL
BC LOCACAO DE EQUIPAMENTOS LTDA,154,1154,Sem Nome,NULL,56344329000124.0,NULL,fechado,2024-12-06,NULL,duvida,Relatorios de estoque ,Relatorio,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LIDERLOC LOCACOES DE MAQUINAS E EQUIPAMENTOS LTDA,155,1155,Sem Nome,NULL,54781902000131.0,NULL,fechado,2024-12-06,NULL,duvida,Sistema fora do ar,Sistema Fora do Ar,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MARCELO MAZZUTTI MAGANELLI,156,1156,Sem Nome,NULL,41788607000165.0,NULL,fechado,2024-12-06,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Genesis,NULL,NULL,NULL,NULL,NULL
JACQUELINE SILVA TEIXEIRA,157,1157,Sem Nome,NULL,54855354000147.0,NULL,fechado,2024-12-09,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,Nao,NULL,NULL,NULL,NULL,NULL,NULL
JACQUELINE SILVA TEIXEIRA,158,1158,Sem Nome,NULL,54855354000147.0,NULL,fechado,2024-12-09,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Notificacao de vencimento,Nao,NULL,NULL,NULL,NULL,NULL,NULL
LIMA & HONORIO,159,1159,Sem Nome,NULL,12804171000152.0,NULL,fechado,2024-12-09,NULL,duvida,Impresao de boletim de faturamento ,BM,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RODRENTALS ALUGUEL DE EQUIPAMENTOS LTDA,160,1160,Sem Nome,NULL,57411875000101.0,NULL,fechado,2024-12-09,NULL,duvida,Anexar documento ,Pedido,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LIMA & HONORIO,161,1161,Sem Nome,NULL,12804171000152.0,NULL,fechado,2024-12-09,NULL,duvida,Renovacao automativa ,Contrato,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ferramentas Diniz e Distribuidora G Diniz Alugueis,162,1162,Sem Nome,NULL,12797859000152.0,NULL,fechado,2024-12-09,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Actloc,NULL,NULL,NULL,NULL,NULL
NOTO TRANSPORTES LTDA,163,1163,Sem Nome,NULL,52533374000176.0,NULL,fechado,2024-12-10,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Sim,NULL,NULL,NULL,NULL,NULL,NULL
NOTO TRANSPORTES LTDA,164,1164,Sem Nome,NULL,52533374000176.0,NULL,fechado,2024-12-10,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Sim,NULL,NULL,NULL,NULL,NULL,NULL
NOTO TRANSPORTES LTDA,165,1165,Sem Nome,NULL,52533374000176.0,NULL,fechado,2024-12-10,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,Sim,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,166,1166,Sem Nome,NULL,20251616000142.0,NULL,fechado,2024-12-10,NULL,duvida,cadastro do segundo usuario ,Criar usuarios,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,167,1167,Sem Nome,NULL,20251616000142.0,NULL,fechado,2024-12-10,NULL,duvida,importacao da tabela de produto ,Cadastro produto,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LITORAL FERRAMENTAS,168,1168,Sem Nome,NULL,40296194000139.0,NULL,fechado,2024-12-10,NULL,churn,NULL,NULL,NULL,NULL,Nao ira trabalhar mais com locacao,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NOTO TRANSPORTES LTDA,169,1169,Sem Nome,NULL,52533374000176.0,NULL,fechado,2024-12-10,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cel Cash,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,170,1170,Sem Nome,NULL,20251616000142.0,NULL,fechado,2024-12-11,9125.0,duvida,Atualizacao da tabela de produtos ,Cadastro produto,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LIDERLOC LOCACOES DE MAQUINAS E EQUIPAMENTOS LTDA,171,1171,Sem Nome,NULL,54781902000131.0,NULL,fechado,2024-12-11,NULL,duvida,Soma incorreta do valor total dos itens ,Modelo de texto,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Carlos Eduardo  Move Car,172,1172,Sem Nome,NULL,53068452000171.0,NULL,fechado,2024-12-12,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Nao,NULL,NULL,NULL,NULL,NULL,NULL
Carlos Eduardo  Move Car,173,1173,Sem Nome,NULL,53068452000171.0,NULL,fechado,2024-12-12,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Nao,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,174,1174,Sem Nome,NULL,20251616000142.0,NULL,fechado,2024-12-12,NULL,duvida,Personalizar logo ,Cadastro  da empresa,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,175,1175,Sem Nome,NULL,25019081000100.0,NULL,fechado,2024-12-12,NULL,duvida,Limpeza de base ,Limpeza de banco de dados,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LGW RENTAL,176,1176,Sem Nome,NULL,25019081000100.0,NULL,fechado,2024-12-12,NULL,duvida,Edicao de contrato layout,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BRASIL LOCACOES LTDA,177,1177,Sem Nome,NULL,21795248000166.0,NULL,fechado,2024-12-16,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,Nao,NULL,NULL,NULL,NULL,NULL,NULL
FERNANDO AUGUSTO,178,1178,Sem Nome,NULL,58198475000114.0,NULL,fechado,2024-12-16,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,Nao,NULL,NULL,NULL,NULL,NULL,NULL
LIMA & HONORIO,179,1179,Sem Nome,NULL,12804171000152.0,NULL,fechado,2024-12-16,NULL,duvida,Como disfazer de um faturamento,Faturamento,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
KIRCHESCH E CHAMY LTDA,180,1180,Sem Nome,NULL,34309400000103.0,NULL,fechado,2024-12-17,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,Sim,NULL,NULL,NULL,NULL,NULL,NULL
KIRCHESCH E CHAMY LTDA,181,1181,Sem Nome,NULL,34309400000103.0,NULL,fechado,2024-12-17,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Sim,NULL,NULL,NULL,NULL,NULL,NULL
KIRCHESCH E CHAMY LTDA,182,1182,Sem Nome,NULL,34309400000103.0,NULL,fechado,2024-12-17,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Parcelamento CAP e do CAR,Sim,NULL,NULL,NULL,NULL,NULL,NULL
MAILOU SUPPLY E STORE VENDA E LOCACAO DE EQUIPAMENTOS DE INFORMATICA LTDA,183,1183,Sem Nome,NULL,34200414000186.0,NULL,fechado,2024-12-17,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao com o site,Sim,NULL,NULL,NULL,NULL,NULL,NULL
GRIDLOC LTDA,184,1184,Sem Nome,NULL,50269326000197.0,1.0,fechado,2024-12-17,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Mais de um modelo de texto Contrato,Nao,NULL,NULL,NULL,NULL,NULL,NULL
GRIDLOC LTDA,185,1185,Sem Nome,NULL,50269326000197.0,1.0,fechado,2024-12-17,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,Nao,NULL,NULL,NULL,NULL,NULL,NULL
GRIDLOC LTDA,186,1186,Sem Nome,NULL,50269326000197.0,1.0,fechado,2024-12-17,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Checklist,Nao,NULL,NULL,NULL,NULL,NULL,NULL
GRIDLOC LTDA,187,1187,Sem Nome,NULL,50269326000197.0,1.0,fechado,2024-12-17,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Colher assinatura digital,Nao,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,188,1188,Sem Nome,NULL,20251616000142.0,NULL,fechado,2024-12-17,NULL,duvida,Atualizacao da tabela de produtos ,Cadastro produto,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CONSERLOC COMERCIO E LOCACAO DE MAQUINAS LTDA,189,1189,Sem Nome,NULL,28373883000102.0,NULL,fechado,2024-12-17,NULL,duvida,Como Criar segundo usuario ,Criar usuarios,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Raimundo Gomes,190,1190,Sem Nome,NULL,NULL,NULL,fechado,2024-12-17,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,EstoqueNow,NULL,NULL,NULL,NULL,NULL
KIRCHESCH E CHAMY LTDA,191,1191,Sem Nome,NULL,34309400000103.0,NULL,fechado,2024-12-17,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LocApp,NULL,NULL,NULL,NULL,NULL
LOCADORA DE MAQUINAS SERGIPANA LTDA,192,1192,Sem Nome,NULL,32256164000170.0,NULL,fechado,2024-12-17,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Locar,NULL,NULL,NULL,NULL,NULL
LIMA & HONORIO,193,1193,Sem Nome,NULL,12804171000152.0,NULL,fechado,2024-12-18,NULL,duvida,Como altero a indenizacao de avariado para outro status,Indenizacao,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LIMA & HONORIO,194,1194,Sem Nome,NULL,12804171000152.0,NULL,fechado,2024-12-19,NULL,duvida,Cadastrar servico combustivel,Cadastro de servico,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,195,1195,Sem Nome,NULL,20251616000142.0,NULL,fechado,2024-12-19,NULL,duvida,Reimpresao documento de entrega ,impressoes de documentos,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,196,1196,Sem Nome,NULL,20251616000142.0,NULL,fechado,2024-12-19,NULL,duvida,Cadatra sevicos  da tabela ,Tabela de Preco,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,197,1197,Sem Nome,NULL,20251616000142.0,NULL,fechado,2024-12-19,NULL,duvida,presonalizacoes do modelo de texto ,Modelo de texto,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
UP LOCACOES DE EQUIPAMENTOS,198,1198,Sem Nome,NULL,40094239000192.0,NULL,fechado,2024-12-20,NULL,duvida,Cadastrar frete,Cadastro de servico,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
UP LOCACOES DE EQUIPAMENTOS,199,1199,Sem Nome,NULL,40094239000192.0,NULL,fechado,2024-12-20,NULL,duvida,Alterar valor do item no contrato,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SERRALHERIA TUROLA LTDA,200,1200,Sem Nome,NULL,23204415000182.0,NULL,fechado,2024-12-23,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Colher assinatura digital,Sim,NULL,NULL,NULL,NULL,NULL,NULL
RPO CONSTRUCOES LTDA,201,1201,Sem Nome,NULL,49164842000178.0,NULL,fechado,2024-12-27,NULL,duvida,"Para o que serve ""Descricao"" em modalidade",Modalidade,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hoist Locacoes,202,1202,Sem Nome,NULL,50140116000102.0,NULL,fechado,2024-12-27,NULL,duvida,Como cadastrar CAP parcelado,CAP,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hoist Locacoes,203,1203,Sem Nome,NULL,50140116000102.0,NULL,fechado,2024-12-30,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Parcelamento CAP e do CAR,Sem Resposta,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,204,1204,Sem Nome,NULL,20251616000142.0,NULL,fechado,2024-12-30,NULL,duvida,Preenchimento modalidade na tabela de preco,Tabela de Preco,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RODRENTALS ALUGUEL DE EQUIPAMENTOS LTDA,205,1205,Sem Nome,NULL,57411875000101.0,NULL,fechado,2024-12-30,NULL,duvida,Relatorio de Faturas Recebidas com Valores Duplicados,Relatorio,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,206,1206,Sem Nome,NULL,20251616000142.0,NULL,fechado,2024-12-30,NULL,duvida,Como mudar data de execucao do frete ,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,207,1207,Sem Nome,NULL,20251616000142.0,NULL,fechado,2024-12-30,NULL,duvida,Como mudar modalidade ,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32577981 ROBERTA ZUCCHERMAGLIO,208,1208,Sem Nome,NULL,32577981000120.0,NULL,fechado,2025-01-02,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,Sim,NULL,NULL,NULL,NULL,NULL,NULL
JOAO PAULO GUIMARAES ROSA 31098058801,209,1209,Sem Nome,NULL,18393045000139.0,NULL,fechado,2025-01-03,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,Sim,NULL,NULL,NULL,NULL,NULL,NULL
Fleet Transporte,210,1210,Sem Nome,NULL,58200735000149.0,NULL,fechado,2025-01-03,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Sim,NULL,NULL,NULL,NULL,NULL,NULL
Fleet Transporte,211,1211,Sem Nome,NULL,58200735000149.0,NULL,fechado,2025-01-03,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Sim,NULL,NULL,NULL,NULL,NULL,NULL
LUIS CARLOS LELECO,212,1212,Sem Nome,NULL,6294364000108.0,NULL,fechado,2025-01-03,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Assinatura usuario alem das duas,Sim,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,213,1213,Sem Nome,NULL,20251616000142.0,NULL,fechado,2025-01-03,NULL,duvida,boletim de medicao ,BM,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,214,1214,Sem Nome,NULL,20251616000142.0,NULL,fechado,2025-01-03,NULL,duvida,Relatorios de estoque ,Relatorio,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
