razao_social,id,ticket,atendente,nome_fantasia,cnpj,cliente,status,data_abertura,card,tipo,titulo,meu_duvida,Bug,melhoria,churn,funcionalidade,impeditivo,sistema,descricao,chamado,hora,data_fechamento,hora_fechamento
ANB EQUIPAMENTOS LOCACAO PARA CONSTRUCAO CIVIL LTDA ,571,1571,Sem Nome,NULL,57734195000110.0,NULL,fechado,2025-03-12,NULL,duvida,Como imprimir o contrato?,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AR MEDICAL COMERCIO DE EQUIPAMENTOS MEDICOS LTDA,572,1572,Sem Nome,NULL,16701292000120.0,0.0,fechado,2025-03-13,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Sim,NULL,NULL,NULL,NULL,NULL,NULL
G P LOCACOES E COMERCIO DE BATERIAS LTDA,573,1573,Sem Nome,NULL,28012156000101.0,0.0,fechado,2025-03-13,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,DRE,Nao,NULL,NULL,NULL,NULL,NULL,NULL
G P LOCACOES E COMERCIO DE BATERIAS LTDA,574,1574,Sem Nome,NULL,28012156000101.0,0.0,fechado,2025-03-13,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Checklist,Nao,NULL,NULL,NULL,NULL,NULL,NULL
G P LOCACOES E COMERCIO DE BATERIAS LTDA,575,1575,Sem Nome,NULL,28012156000101.0,0.0,fechado,2025-03-13,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Entrada da Nota Fiscal,Nao,NULL,NULL,NULL,NULL,NULL,NULL
G P LOCACOES E COMERCIO DE BATERIAS LTDA,576,1576,Sem Nome,NULL,28012156000101.0,0.0,fechado,2025-03-13,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,Nao,NULL,NULL,NULL,NULL,NULL,NULL
CONSERLOC COMERCIO E LOCACAO DE MAQUINAS LTDA,577,1577,Sem Nome,NULL,28373883000102.0,NULL,fechado,2025-03-13,9905.0,duvida,Sistema Abrindo Documento de Expedicao Indevidamente,Expedicao,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AILTON GARREIS ,578,1578,Sem Nome,NULL,48686070000171.0,NULL,fechado,2025-03-13,NULL,duvida,mutiplicacao de valores na modalidade ,Pedido,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AILTON GARREIS ,579,1579,Sem Nome,NULL,48686070000171.0,NULL,fechado,2025-03-13,NULL,duvida,Modalidade semnanal ,Modalidade,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G P LOCACOES E COMERCIO DE BATERIAS LTDA,580,1580,Sem Nome,NULL,28012156000101.0,NULL,fechado,2025-03-13,9933.0,duvida,0 do Cliente sobre Comprovante de Devolucao,Devolucao,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LQ LOCACOES LTDA,581,1581,Sem Nome,NULL,53611458000143.0,NULL,fechado,2025-03-13,9922.0,duvida,Gerando BM com valor zerado,BM,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LQ LOCACOES LTDA,582,1582,Sem Nome,NULL,53611458000143.0,NULL,fechado,2025-03-14,NULL,duvida,Modalidade cadastro errado ,Modalidade,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CONGESP CONSTRUCAO CIVIL MANUTENCAO E INCORPORACAO LTDA,583,1583,Sem Nome,NULL,11988965000150.0,NULL,fechado,2025-03-14,NULL,duvida,Valor calculado proporcinal ,Modalidade,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
De Franca Locacoes Servicos e Representacoes LTDA,584,1584,Sem Nome,NULL,42892485000115.0,1.0,fechado,2025-03-17,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Nivel de acesso para os usuarios,Nao,NULL,NULL,NULL,NULL,NULL,NULL
De Franca Locacoes Servicos e Representacoes LTDA,585,1585,Sem Nome,NULL,42892485000115.0,1.0,fechado,2025-03-17,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,"Precisa Financeira mais Robusto: filtros, ordenacao",Nao,NULL,NULL,NULL,NULL,NULL,NULL
LOCA FACIL MOEDA LOCACAO DE EQUIPAMENTOS E HOTELARIA LTDA,586,1586,Sem Nome,NULL,53352884000100.0,NULL,fechado,2025-03-17,NULL,duvida,Como cadatsra modalidade ,Cadastro modalidade,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ANB EQUIPAMENTOS LOCACAO PARA CONSTRUCAO CIVIL LTDA ,587,1587,Sem Nome,NULL,57734195000110.0,NULL,fechado,2025-03-17,NULL,duvida,enceramento do contarto/ valores zerados ,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LOCA FACIL MOEDA LOCACAO DE EQUIPAMENTOS E HOTELARIA LTDA,588,1588,Sem Nome,NULL,53352884000100.0,NULL,fechado,2025-03-17,NULL,duvida,Renovacao de contrato ,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ANB EQUIPAMENTOS LOCACAO PARA CONSTRUCAO CIVIL LTDA ,589,1589,Sem Nome,NULL,57734195000110.0,NULL,fechado,2025-03-17,9954.0,duvida,Como funcina relatorio fluxo de caixa ,Relatorio Fluxo de Caixa,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
De Franca Locacoes Servicos e Representacoes LTDA,590,1590,Sem Nome,NULL,42892485000115.0,NULL,fechado,2025-03-17,9959.0,duvida,Desconto ,Pedido,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
L R N BARROS JUNIOR,591,1591,Sem Nome,NULL,58032224000165.0,NULL,fechado,2025-03-17,NULL,churn,NULL,NULL,NULL,NULL,Falta de Tempo para Usar,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"AMAZONAS LOCACAO DE ANDAIMES, FORMAS E ESCORAMENTO LTDA",592,1592,Sem Nome,NULL,32682245000132.0,0.0,fechado,2025-03-18,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Nivel de acesso para os usuarios,Nao,NULL,NULL,NULL,NULL,NULL,NULL
"AMAZONAS LOCACAO DE ANDAIMES, FORMAS E ESCORAMENTO LTDA",593,1593,Sem Nome,NULL,32682245000132.0,0.0,fechado,2025-03-18,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,DRE,Nao,NULL,NULL,NULL,NULL,NULL,NULL
LOCA FACIL MOEDA LOCACAO DE EQUIPAMENTOS E HOTELARIA LTDA,594,1594,Sem Nome,NULL,53352884000100.0,NULL,fechado,2025-03-18,NULL,duvida,impresao de conmtrato ,Impressoes de documentos,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LOCA FACIL MOEDA LOCACAO DE EQUIPAMENTOS E HOTELARIA LTDA,595,1595,Sem Nome,NULL,53352884000100.0,NULL,fechado,2025-03-18,NULL,duvida,frete ,Pedido,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LOCA FACIL MOEDA LOCACAO DE EQUIPAMENTOS E HOTELARIA LTDA,596,1596,Sem Nome,NULL,53352884000100.0,NULL,fechado,2025-03-18,NULL,duvida,Cria conta de banco ,Financeiro 2.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LOCA FACIL MOEDA LOCACAO DE EQUIPAMENTOS E HOTELARIA LTDA,597,1597,Sem Nome,NULL,53352884000100.0,NULL,fechado,2025-03-20,NULL,duvida,cria patrimonio ,Cadastro Patrimonio,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CONSERLOC COMERCIO E LOCACAO DE MAQUINAS LTDA,598,1598,Sem Nome,NULL,28373883000102.0,NULL,fechado,2025-03-20,10000.0,duvida,Origem do E-mail da Locsis  Envio Indevido,Outros,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AILTON GARREIS ,599,1599,Sem Nome,NULL,48686070000171.0,NULL,fechado,2025-03-24,NULL,duvida,devolucao parcial ,Devolucao,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPA EMPRESA DE PLATAFORMAS AEREAS LTDA,600,1600,Sem Nome,NULL,47140791000119.0,NULL,fechado,2025-03-24,10011.0,duvida,Correcao de Associacao de CEP ao Estado Correto,Cadastro cliente,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3gf construcoes e locacoes ltda,601,1601,Sem Nome,NULL,48843005000102.0,NULL,fechado,2025-03-24,NULL,duvida,notificacao de venciamnto de locacao ,Relatorio Itens Locados,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MARCIO DUARTE,602,1602,Sem Nome,NULL,36763952000104.0,NULL,fechado,2025-03-24,NULL,duvida,Notificacao de vencimento ,Financeiro 2.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G P LOCACOES E COMERCIO DE BATERIAS LTDA,603,1603,Sem Nome,NULL,28012156000101.0,NULL,fechado,2025-03-24,NULL,duvida,troca logo ,Cadastro  da empresa,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G P LOCACOES E COMERCIO DE BATERIAS LTDA,604,1604,Sem Nome,NULL,28012156000101.0,NULL,fechado,2025-03-24,NULL,duvida,Autentificacao de usuario ,Impressoes de documentos,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AILTON GARREIS ,605,1605,Sem Nome,NULL,48686070000171.0,NULL,fechado,2025-03-25,NULL,duvida,Fracionar total da modalidade em diaria ,Impressoes de documentos,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AILTON GARREIS ,606,1606,Sem Nome,NULL,48686070000171.0,NULL,fechado,2025-03-25,NULL,duvida,orcamento de  venda ,Pedido,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CONSERLOC COMERCIO E LOCACAO DE MAQUINAS LTDA,607,1607,Sem Nome,NULL,28373883000102.0,NULL,fechado,2025-03-25,NULL,duvida,Fatura em Bm diferentes ,BM,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Locafacil Juiz de Fora,608,1608,Sem Nome,NULL,33766727000133.0,NULL,fechado,2025-03-26,NULL,duvida,Como faturar pelo contrato,Fatura de locacao ,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LOCA FACIL MOEDA LOCACAO DE EQUIPAMENTOS E HOTELARIA LTDA,609,1609,Sem Nome,NULL,53352884000100.0,NULL,fechado,2025-03-26,NULL,duvida,cancela uma renovacao ,Fatura de locacao ,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
De Franca Locacoes Servicos e Representacoes LTDA,610,1610,Sem Nome,NULL,42892485000115.0,NULL,fechado,2025-03-26,NULL,duvida,cancela  de item ,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Locafacil Juiz de Fora,611,1611,Sem Nome,NULL,33766727000133.0,NULL,fechado,2025-03-26,NULL,duvida,Sistema fora do ar,Sistema Fora do Ar,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPA EMPRESA DE PLATAFORMAS AEREAS LTDA,612,1612,Sem Nome,NULL,47140791000119.0,NULL,fechado,2025-03-26,NULL,duvida,Sistema fora do ar,Sistema Fora do Ar,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ECOKLAR SERVICOS DE LIMPEZA E LOCACAO DE EQUIPAMENTOS LTDA,613,1613,Sem Nome,NULL,36432739000110.0,NULL,fechado,2025-03-26,NULL,duvida,Sistema fora do ar,Sistema Fora do Ar,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AILTON GARREIS ,614,1614,Sem Nome,NULL,48686070000171.0,NULL,fechado,2025-03-26,NULL,duvida,Sistema fora do ar,Sistema Fora do Ar,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MARCIO DUARTE,615,1615,Sem Nome,NULL,36763952000104.0,NULL,fechado,2025-03-26,NULL,duvida,Sistema fora do ar,Sistema Fora do Ar,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CONGESP CONSTRUCAO CIVIL MANUTENCAO E INCORPORACAO LTDA,616,1616,Sem Nome,NULL,11989000000000.0,0.0,fechado,2025-03-27,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Agenda,Nao,NULL,NULL,NULL,NULL,NULL,NULL
ANB EQUIPAMENTOS LOCACAO PARA CONSTRUCAO CIVIL LTDA ,617,1617,Sem Nome,NULL,57734195000110.0,NULL,fechado,2025-03-27,NULL,duvida,Produto com patrimonio ,Patrimonio,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
De Franca Locacoes Servicos e Representacoes LTDA,618,1618,Sem Nome,NULL,42892485000115.0,NULL,fechado,2025-03-27,NULL,duvida,Cadastrar usuario,Criar usuarios,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44.963.860 EVERALDO RANGEL DE OLIVEIRA JUNIOR,619,1619,Sem Nome,NULL,44963860000104.0,NULL,fechado,2025-03-27,NULL,churn,NULL,NULL,NULL,NULL,Falta de Tempo para Usar,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Locafacil Juiz de Fora,620,1620,Sem Nome,NULL,33766727000133.0,NULL,fechado,2025-03-31,NULL,duvida,Impresao de BM ,Impressoes de documentos,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
De Franca Locacoes Servicos e Representacoes LTDA,621,1621,Sem Nome,NULL,42892485000115.0,NULL,fechado,2025-03-31,NULL,duvida,Como cancelar um pedido?,Pedido,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ANB EQUIPAMENTOS LOCACAO PARA CONSTRUCAO CIVIL LTDA ,622,1622,Sem Nome,NULL,57734195000110.0,NULL,fechado,2025-04-01,NULL,duvida,telatorios de contratos vencidos ,Relatorio Itens Locados,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
De Franca Locacoes Servicos e Representacoes LTDA,623,1623,Sem Nome,NULL,42892485000115.0,NULL,fechado,2025-04-01,NULL,duvida,relatorio de  contrato aprovado ,Relatorio,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RODRENTALS ALUGUEL DE EQUIPAMENTOS LTDA,624,1624,Sem Nome,NULL,57411875000101.0,NULL,fechado,2025-04-01,NULL,duvida,cancelamento pedido apois apovacao ,Cancelamento,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Greenloc Locacao,625,1625,Sem Nome,NULL,51465336000160.0,NULL,fechado,2025-04-01,10095.0,duvida,0: Por que o sistema esta criando contas automaticamente?,Financeiro 2.0,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G P LOCACOES E COMERCIO DE BATERIAS LTDA,626,1626,Sem Nome,NULL,28012156000101.0,NULL,fechado,2025-04-02,NULL,duvida,Cadatsro de causulas ,Impressoes de documentos,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G P LOCACOES E COMERCIO DE BATERIAS LTDA,627,1627,Sem Nome,NULL,28012156000101.0,NULL,fechado,2025-04-02,NULL,duvida,tabela de preco ,Tabela de Preco,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G P LOCACOES E COMERCIO DE BATERIAS LTDA,628,1628,Sem Nome,NULL,28012156000101.0,NULL,fechado,2025-04-02,NULL,duvida,Modalidade cadastro ,Modalidade,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G P LOCACOES E COMERCIO DE BATERIAS LTDA,629,1629,Sem Nome,NULL,28012156000101.0,NULL,fechado,2025-04-02,NULL,duvida,altera endereco ,Cadastro  da empresa,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GOMES E SA E CIA LTDA,630,1630,Sem Nome,NULL,12790671000182.0,0.0,fechado,2025-04-03,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Sim,NULL,NULL,NULL,NULL,NULL,NULL
GOMES E SA E CIA LTDA,631,1631,Sem Nome,NULL,12790671000182.0,0.0,fechado,2025-04-03,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de frota,Sim,NULL,NULL,NULL,NULL,NULL,NULL
DANIELA MAGALHAES BEZERRA,632,1632,Sem Nome,NULL,33855036000106.0,0.0,fechado,2025-04-03,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Integracao bancaria,Nao,NULL,NULL,NULL,NULL,NULL,NULL
DANIELA MAGALHAES BEZERRA,633,1633,Sem Nome,NULL,33855036000106.0,0.0,fechado,2025-04-03,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Emissao de nota fiscal,Nao,NULL,NULL,NULL,NULL,NULL,NULL
Locafacil Juiz de Fora,634,1634,Sem Nome,NULL,33766727000133.0,NULL,fechado,2025-04-03,NULL,duvida,Impresao de BM ,Outros,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LQ LOCACOES LTDA,635,1635,Sem Nome,NULL,53611458000143.0,NULL,fechado,2025-04-03,NULL,duvida,Cobranca ,Financeiro 2.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G P LOCACOES E COMERCIO DE BATERIAS LTDA,636,1636,Sem Nome,NULL,28012156000101.0,NULL,fechado,2025-04-03,NULL,duvida,Limpeza de dados ,Limpeza de banco de dados,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CONSERLOC COMERCIO E LOCACAO DE MAQUINAS LTDA,637,1637,Sem Nome,NULL,28373883000102.0,NULL,fechado,2025-04-04,NULL,duvida,Duvida se sistema esta fora do ar ,Acesso ao Sistema ,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Greenloc Locacao,638,1638,Sem Nome,NULL,51465336000160.0,NULL,fechado,2025-04-07,NULL,duvida,baixa de titulo ,Financeiro 2.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MARCIO DUARTE,639,1639,Sem Nome,NULL,36763952000104.0,NULL,fechado,2025-04-07,NULL,duvida,titulos vencidos ,Financeiro,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Greenloc Locacao,640,1640,Sem Nome,NULL,51465336000160.0,NULL,fechado,2025-04-07,10179.0,duvida,Inconsistencia nos Valores Iniciais do Extrato conforme Filtros Aplicados,Financeiro 2.0,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
De Franca Locacoes Servicos e Representacoes LTDA,641,1641,Sem Nome,NULL,42892485000115.0,NULL,fechado,2025-04-08,NULL,duvida,Renovar contrato ,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MR LOCACAO DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO CIVIL LTDA,642,1642,Sem Nome,NULL,17443852000156.0,0.0,fechado,2025-04-09,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Nao,NULL,NULL,NULL,NULL,NULL,NULL
MR LOCACAO DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO CIVIL LTDA,643,1643,Sem Nome,NULL,17443852000156.0,0.0,fechado,2025-04-09,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Nivel de acesso para os usuarios,Sim,NULL,NULL,NULL,NULL,NULL,NULL
MR LOCACAO DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO CIVIL LTDA,644,1644,Sem Nome,NULL,17443852000156.0,0.0,fechado,2025-04-09,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Assinatura usuario alem das duas,Sim,NULL,NULL,NULL,NULL,NULL,NULL
4T Locadora - Cassiano dos Santos,645,1645,Sem Nome,NULL,40351990000127.0,NULL,fechado,2025-04-09,NULL,duvida,Duvida como verificar um contrato vencido  ,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MR LOCACAO DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO CIVIL LTDA,646,1646,Sem Nome,NULL,17443852000156.0,NULL,fechado,2025-04-09,NULL,sistema,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Actloc,NULL,NULL,NULL,NULL,NULL
ANB EQUIPAMENTOS LOCACAO PARA CONSTRUCAO CIVIL LTDA ,647,1647,Sem Nome,NULL,57734195000110.0,NULL,fechado,2025-04-10,NULL,duvida,Acesso pelo celular ,Acesso ao Sistema ,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
JL LOCACOES E CONSTRUTORA LTDA,648,1648,Sem Nome,NULL,36527274000180.0,NULL,fechado,2025-04-14,10224.0,duvida,Mudanca de CNPJ,Cadastro  da empresa,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SAO BERNARDO SERVICOS E LOCACAO LTDA,649,1649,Sem Nome,NULL,51618160000130.0,NULL,fechado,2025-04-14,NULL,duvida,Modalidade cadastro ,Cadastro modalidade,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
JL LOCACOES E CONSTRUTORA LTDA,650,1650,Sem Nome,NULL,36527274000180.0,NULL,fechado,2025-04-14,NULL,duvida,Composicao ,Kit e Composicao,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AILTON GARREIS ,651,1651,Sem Nome,NULL,48686070000171.0,NULL,fechado,2025-04-15,NULL,churn,NULL,NULL,NULL,NULL,Vendas de Produtos,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AILTON GARREIS ,652,1652,Sem Nome,NULL,48686070000171.0,NULL,fechado,2025-04-15,NULL,churn,NULL,NULL,NULL,NULL,Nota Fiscal de Vendas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AILTON GARREIS ,653,1653,Sem Nome,NULL,48686070000171.0,NULL,fechado,2025-04-15,NULL,churn,NULL,NULL,NULL,NULL,Usuarios ilimitados sem cobrar a mais,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SAO BERNARDO SERVICOS E LOCACAO LTDA,654,1654,Sem Nome,NULL,51618160000130.0,NULL,fechado,2025-04-16,NULL,duvida,cancelamento de item ,Cancelamento,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SUPERLOC LOCACAO DE EQUIPAMENTOS PARA CONSTRUCAO CIVIL LTDA,655,1655,Sem Nome,NULL,39903063000193.0,NULL,fechado,2025-04-16,10262.0,duvida,Por que o relatorio de fluxo de caixa retorna zerado ao selecionar o periodo exato do mes?,Relatorio Fluxo de Caixa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,656,1656,Sem Nome,NULL,20251616000142.0,NULL,fechado,2025-04-17,NULL,duvida,comprovate de devolucao ,Impressoes de documentos,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FERNANDES MANUTENCAO E LOCACAO DE MAQUINAS PESADAS LTDA.,657,1657,Sem Nome,NULL,16992192000108.0,NULL,fechado,2025-04-22,NULL,duvida,Cadatsra contas a pagar ,Financeiro 2.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
IMPACTO LOCACOES E COMERCIO LTDA,658,1658,Sem Nome,NULL,31573232000162.0,NULL,fechado,2025-04-22,NULL,duvida,cadastros de tabelo de preco ,Cadastro tabela de preco,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LQ LOCACOES LTDA,659,1659,Sem Nome,NULL,53611458000143.0,NULL,fechado,2025-04-22,NULL,duvida,relatorio de roi,Relatorio,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LQ LOCACOES LTDA,660,1660,Sem Nome,NULL,53611458000143.0,NULL,fechado,2025-04-22,NULL,duvida,Filtro avancados ,Relatorio,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LQ LOCACOES LTDA,661,1661,Sem Nome,NULL,53611458000143.0,1.0,fechado,2025-04-23,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,Nao,NULL,NULL,NULL,NULL,NULL,NULL
CONSERLOC COMERCIO E LOCACAO DE MAQUINAS LTDA,662,1662,Sem Nome,NULL,28373883000102.0,1.0,fechado,2025-04-23,NULL,funcionalidade,NULL,NULL,NULL,NULL,NULL,Controle de manutencao,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CONSERLOC COMERCIO E LOCACAO DE MAQUINAS LTDA,663,1663,Sem Nome,NULL,28373883000102.0,NULL,fechado,2025-04-23,NULL,duvida,relatorio de itens locados ,Relatorio Itens Locados,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28.852.193 MARCELO LOPES CAMARGO,664,1664,Sem Nome,NULL,28852193000128.0,NULL,fechado,2025-04-23,NULL,duvida,Como fazer um contrato ,Contrato,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
IMPACTO LOCACOES E COMERCIO LTDA,665,1665,Sem Nome,NULL,31573232000162.0,NULL,fechado,2025-04-24,NULL,duvida,Mudanca de CNPJ,Cadastro  da empresa,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LEVANTE SERVICOS LTDA - 54.402.819/0001-04,666,1666,Sem Nome,NULL,54402819000104.0,NULL,fechado,2025-04-24,NULL,duvida,Pedido de prorrogacao de periodo de teste,Periodo de Teste,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOTULOC LOCACOES E PINTURAS LTDA,667,1667,Sem Nome,NULL,20251616000142.0,NULL,fechado,2025-04-25,NULL,duvida,Sistema fora do ar,Sistema Fora do Ar,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RODRENTALS ALUGUEL DE EQUIPAMENTOS LTDA,668,1668,Sem Nome,NULL,57411875000101.0,NULL,fechado,2025-04-25,NULL,duvida,Sistema fora do ar,Sistema Fora do Ar,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SUPERLOC LOCACAO DE EQUIPAMENTOS PARA CONSTRUCAO CIVIL LTDA,669,1669,Sem Nome,NULL,39903063000193.0,NULL,fechado,2025-04-25,NULL,duvida,Sistema fora do ar,Sistema Fora do Ar,1.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
